Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
351510,EMBU-GUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351512,EMILIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351515,ENGENHEIRO COELHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,27
351518,ESPIRITO SANTO DO PINHAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
351520,ESTRELA D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,44
351535,EUCLIDES DA CUNHA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,17
351540,FARTURA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351550,FERNANDOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2371,-,-,-,-,-,-,-,2371
351560,FERNANDO PRESTES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351565,FERNAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351570,FERRAZ DE VASCONCELOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,17
351590,FLOREAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,42
351600,FLORIDA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351610,FLORINIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351620,FRANCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,433,-,-,-,-,-,-,-,433
351630,FRANCISCO MORATO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351640,FRANCO DA ROCHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351650,GABRIEL MONTEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,19
351660,GALIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351670,GARCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,-,-,-,-,-,-,-,227
351680,GASTAO VIDIGAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
351685,GAVIAO PEIXOTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
351690,GENERAL SALGADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,30
351700,GETULINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351710,GLICERIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
351720,GUAICARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,42
351730,GUAIMBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351740,GUAIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,-,-,-,-,-,-,-,112
351750,GUAPIACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,310
351760,GUAPIARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351770,GUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351780,GUARACAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,24
351790,GUARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,84
351800,GUARANI D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,-,-,-,-,-,-,-,134
351810,GUARANTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,525,-,-,-,-,-,-,-,525
351820,GUARARAPES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,-,-,-,-,-,-,-,186
351830,GUARAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,-,-,-,-,-,-,-,187
351840,GUARATINGUETA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,94
351850,GUAREI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
351860,GUARIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,47
351870,GUARUJA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1916,-,-,-,-,-,-,-,1916
351880,GUARULHOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,806,-,-,-,-,-,-,-,806
351885,GUATAPARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,31
351890,GUZOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
351900,HERCULANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,-,113
351905,HOLAMBRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,-,-,-,-,-,-,-,92
351907,HORTOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,-,-,-,-,-,-,-,394
351910,IACANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351920,IACRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
351925,IARAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,31
351930,IBATE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351940,IBIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
351950,IBIRAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,62
351960,IBITINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,89
351970,IBIUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
351980,ICEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,-,129
351990,IEPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
352000,IGARACU DO TIETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
352010,IGARAPAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352020,IGARATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
352030,IGUAPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,14
352040,ILHABELA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,957,-,-,-,-,-,-,-,957
352042,ILHA COMPRIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352044,ILHA SOLTEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,577,-,-,-,-,-,-,-,577
352050,INDAIATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,-,-,-,-,-,-,-,92
352060,INDIANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
352070,INDIAPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,490,-,-,-,-,-,-,-,490
352080,INUBIA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352090,IPAUSSU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,21
352100,IPERO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,-,-,-,-,-,-,-,426
352110,IPEUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
352115,IPIGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,-,-,-,-,-,-,-,245
352120,IPORANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352130,IPUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
352140,IRACEMAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,400
352150,IRAPUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
352160,IRAPURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,260
352170,ITABERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,23
352180,ITAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,-,-,-,-,-,-,-,159
352190,ITAJOBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,-,-,-,-,-,-,-,93
352200,ITAJU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352210,ITANHAEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,937,-,-,-,-,-,-,-,937
352220,ITAPECERICA DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
352230,ITAPETININGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1650,-,-,-,-,-,-,-,1650
352240,ITAPEVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,381,-,-,-,-,-,-,-,381
352250,ITAPEVI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
352260,ITAPIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
352265,ITAPIRAPUA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352270,ITAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,-,-,-,-,-,-,133
352280,ITAPORANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,-,-,-,-,-,-,-,157
352290,ITAPUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
352300,ITAPURA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,62
352310,ITAQUAQUECETUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,86
352320,ITARARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,529,-,-,-,-,-,-,-,529
352330,ITARIRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
352340,ITATIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,59
352360,ITIRAPINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
352380,ITOBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
352390,ITU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,397,-,-,-,-,-,-,-,397
352400,ITUPEVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,814,-,-,-,-,-,-,-,814
352410,ITUVERAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
352420,JABORANDI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
352430,JABOTICABAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,-,-,-,-,-,-,-,252
352440,JACAREI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,-,-,-,-,-,-,-,127
352450,JACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,101
352460,JACUPIRANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
352470,JAGUARIUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,23
352480,JALES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,632,-,-,-,-,-,-,-,632
352490,JAMBEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352500,JANDIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
352510,JARDINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
352520,JARINU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
352530,JAU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,78
352540,JERIQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
352550,JOANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352560,JOAO RAMALHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
352570,JOSE BONIFACIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,86
352580,JULIO MESQUITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
352585,JUMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
352590,JUNDIAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,568,-,-,-,-,-,-,-,568
352600,JUNQUEIROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,388,-,-,-,-,-,-,-,388
352610,JUQUIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,41
352640,LARANJAL PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,-,-,-,-,-,-,-,235
352650,LAVINIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,24
352660,LAVRINHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352670,LEME,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,58
352680,LENCOIS PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,89
352690,LIMEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,536,-,-,-,-,-,-,-,536
352700,LINDOIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
352710,LINS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,583,-,-,-,-,-,-,-,583
352720,LORENA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
352725,LOURDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
352730,LOUVEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
352740,LUCELIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
352750,LUCIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
352760,LUIS ANTONIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,33
352770,LUIZIANIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
352780,LUPERCIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,69
352790,LUTECIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
352800,MACATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,60
352810,MACAUBAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,613,-,-,-,-,-,-,-,613
352820,MACEDONIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,96
352830,MAGDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,17
352840,MAIRINQUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352850,MAIRIPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
352870,MARABA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
352880,MARACAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
352885,MARAPOAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,49
352890,MARIAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
352900,MARILIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2942,-,-,-,-,-,-,-,2942
352910,MARINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
352920,MARTINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,87
352930,MATAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
352940,MAUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,64
352950,MENDONCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
352960,MERIDIANO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,302,-,-,-,-,-,-,-,302
352965,MESOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185,-,-,-,-,-,-,-,185
352980,MINEIROS DO TIETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,22
352990,MIRACATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,-,-,-,-,-,-,-,167
353000,MIRA ESTRELA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,-,-,-,-,-,-,135
353010,MIRANDOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,604,-,-,-,-,-,-,-,604
353020,MIRANTE DO PARANAPANEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,48
353030,MIRASSOL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,98
353040,MIRASSOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,101
353050,MOCOCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
353060,MOGI DAS CRUZES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,-,-,-,-,-,-,-,121
353070,MOGI GUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,77
353080,MOGI MIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,98
353090,MOMBUCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,-,-,-,-,-,-,-,88
353100,MONCOES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,70
353110,MONGAGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518,-,-,-,-,-,-,-,518
353120,MONTE ALEGRE DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
353130,MONTE ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,17
353140,MONTE APRAZIVEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,80
353150,MONTE AZUL PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
353160,MONTE CASTELO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
353180,MONTE MOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,249,-,-,-,-,-,-,-,249
353190,MORRO AGUDO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
353200,MORUNGABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
353205,MOTUCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
353210,MURUTINGA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,-,-,-,-,-,-,-,182
353215,NANTES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
353220,NARANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,24
353240,NAZARE PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
353250,NEVES PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,53
353260,NHANDEARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,-,-,-,-,-,-,-,167
353270,NIPOA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
353280,NOVA ALIANCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254,-,-,-,-,-,-,-,254
353282,NOVA CAMPINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
353286,NOVA CASTILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
353290,NOVA EUROPA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,32
353300,NOVA GRANADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257,-,-,-,-,-,-,-,257
353310,NOVA GUATAPORANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,-,114
353320,NOVA INDEPENDENCIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,316,-,-,-,-,-,-,-,316
353325,NOVAIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
353330,NOVA LUZITANIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,-,-,-,-,-,-,-,229
353340,NOVA ODESSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,271,-,-,-,-,-,-,-,271
353350,NOVO HORIZONTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,627,-,-,-,-,-,-,-,627
353360,NUPORANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
353370,OCAUCU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
353390,OLIMPIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,-,-,-,-,-,-,-,93
353400,ONDA VERDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,35
353410,ORIENTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,-,-,-,-,-,-,-,247
353420,ORINDIUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,109
353430,ORLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
353440,OSASCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,-,163
353450,OSCAR BRESSANE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,125
353460,OSVALDO CRUZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
353470,OURINHOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,83
353475,OUROESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,299,-,-,-,-,-,-,-,299
353480,OURO VERDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,52
