Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
330160,DUAS BARRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,12
330170,DUQUE DE CAXIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,51
330180,ENGENHEIRO PAULO DE FRONTIN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,16
330187,IGUABA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,47
330190,ITABORAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,-,-,-,-,-,-,-,-,290
330200,ITAGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330205,ITALVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,21
330210,ITAOCARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330220,ITAPERUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,60
330225,ITATIAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,21
330227,JAPERI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330240,MACAE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,50
330250,MAGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330260,MANGARATIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,12
330270,MARICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,55
330285,MESQUITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,5
330290,MIGUEL PEREIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,13
330300,MIRACEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,8
330310,NATIVIDADE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330320,NILOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330330,NITEROI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,78
330340,NOVA FRIBURGO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,15
330350,NOVA IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,11
330370,PARAIBA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330380,PARATY,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,37
330385,PATY DO ALFERES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,66
330390,PETROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,7
330395,PINHEIRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,-,-,-,-,-,-,-,-,132
330400,PIRAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,98
330410,PORCIUNCULA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,13
330411,PORTO REAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,17
330412,QUATIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330414,QUEIMADOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330420,RESENDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,77
330430,RIO BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330440,RIO CLARO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330450,RIO DAS FLORES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330452,RIO DAS OSTRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,45
330455,RIO DE JANEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1220,-,-,-,-,-,-,-,-,1220
330470,SANTO ANTONIO DE PADUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,39
330475,SAO FRANCISCO DE ITABAPOANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,311,-,-,-,-,-,-,-,-,311
330480,SAO FIDELIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,14
330490,SAO GONCALO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,32
330510,SAO JOAO DE MERITI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,11
330515,SAO JOSE DO VALE DO RIO PRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330520,SAO PEDRO DA ALDEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,40
330540,SAPUCAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330550,SAQUAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,53
330575,TANGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,11
330580,TERESOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,16
330600,TRES RIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330610,VALENCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,28
330615,VARRE-SAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,8
330620,VASSOURAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,480
330630,VOLTA REDONDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,483,-,-,-,-,-,-,-,-,483
350010,ADAMANTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1059,-,-,-,-,-,-,-,1059
350020,ADOLFO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
350030,AGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-,-,-,-,2001
350040,AGUAS DA PRATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,27
350050,AGUAS DE LINDOIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350055,AGUAS DE SANTA BARBARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350060,AGUAS DE SAO PEDRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,27
350070,AGUDOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,28
350080,ALFREDO MARCONDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,-,-,-,-,-,-,-,149
350090,ALTAIR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350100,ALTINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
350110,ALTO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,31
350115,ALUMINIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350120,ALVARES FLORENCE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,68
350130,ALVARES MACHADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,-,-,-,-,-,-,-,276
350140,ALVARO DE CARVALHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,14
350150,ALVINLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
350160,AMERICANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1171,-,-,-,-,-,-,-,1171
350170,AMERICO BRASILIENSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,41
350180,AMERICO DE CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,-,-,-,-,-,-,-,264
350190,AMPARO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,95
350200,ANALANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
350210,ANDRADINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1190,-,-,-,-,-,-,-,1190
350220,ANGATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
350230,ANHEMBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
350240,ANHUMAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
350250,APARECIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,659,-,-,-,-,-,-,-,659
350260,APARECIDA D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,22
350270,APIAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350275,ARACARIGUAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350280,ARACATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2560,-,-,-,-,-,-,-,2560
350290,ARACOIABA DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
350300,ARAMINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
350315,ARAPEI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350320,ARARAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262,-,-,-,-,-,-,-,262
350330,ARARAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,897,-,-,-,-,-,-,-,897
350335,ARCO-IRIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,39
350340,AREALVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350350,AREIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,22
350360,AREIOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350370,ARIRANHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,295
350380,ARTUR NOGUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,109
350390,ARUJA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,109
350395,ASPASIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
350400,ASSIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1065,-,-,-,-,-,-,-,1065
350410,ATIBAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203,-,-,-,-,-,-,-,203
350420,AURIFLAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172,-,-,-,-,-,-,-,172
350430,AVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350440,AVANHANDAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,52
350450,AVARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
350460,BADY BASSITT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,94
350480,BALSAMO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,11
350490,BANANAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
350500,BARAO DE ANTONINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
350510,BARBOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,30
350520,BARIRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,96
350530,BARRA BONITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,14
350540,BARRA DO TURVO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,-,-,-,-,-,-,-,157
350550,BARRETOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,74
350560,BARRINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,624,-,-,-,-,-,-,-,624
350570,BARUERI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,61
350580,BASTOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,751,-,-,-,-,-,-,-,751
350590,BATATAIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,33
350600,BAURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,863,-,-,-,-,-,-,-,863
350610,BEBEDOURO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,329,-,-,-,-,-,-,-,329
350620,BENTO DE ABREU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,42
350630,BERNARDINO DE CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
350635,BERTIOGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,62
350640,BILAC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,53
350650,BIRIGUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,647,-,-,-,-,-,-,-,647
350660,BIRITIBA-MIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
350670,BOA ESPERANCA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,50
350680,BOCAINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,45
350700,BOITUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,76
350710,BOM JESUS DOS PERDOES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350720,BORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
350730,BORACEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
350740,BORBOREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,-,-,-,-,-,-,-,137
350745,BOREBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350750,BOTUCATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,46
350760,BRAGANCA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,-,-,-,-,-,-,-,213
350770,BRAUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,64
350775,BREJO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,35
350780,BRODOWSKI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,66
350790,BROTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,-,-,-,-,-,-,-,264
350800,BURI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350810,BURITAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,539,-,-,-,-,-,-,-,539
350820,BURITIZAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
350830,CABRALIA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350840,CABREUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,47
350850,CACAPAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,-,-,-,-,-,-,-,117
350860,CACHOEIRA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,517,-,-,-,-,-,-,-,517
350870,CACONDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,21
350880,CAFELANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,60
350890,CAIABU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
350900,CAIEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,24
350910,CAIUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192,-,-,-,-,-,-,-,192
350920,CAJAMAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,27
350925,CAJATI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1346,-,-,-,-,-,-,-,1346
350930,CAJOBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,39
350940,CAJURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,81
350945,CAMPINA DO MONTE ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350950,CAMPINAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4356,-,-,-,-,-,-,-,4356
350960,CAMPO LIMPO PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350970,CAMPOS DO JORDAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
350980,CAMPOS NOVOS PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,54
350990,CANANEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,56
350995,CANAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,-,-,-,-,-,-,-,122
351000,CANDIDO MOTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,294,-,-,-,-,-,-,-,294
351010,CANDIDO RODRIGUES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
351015,CANITAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,62
351020,CAPAO BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351030,CAPELA DO ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
351040,CAPIVARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,52
351050,CARAGUATATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,754,-,-,-,-,-,-,-,754
351060,CARAPICUIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351070,CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,-,-,-,-,-,-,-,168
351080,CASA BRANCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,734,-,-,-,-,-,-,-,734
351090,CASSIA DOS COQUEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
351100,CASTILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,466,-,-,-,-,-,-,-,466
351110,CATANDUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8125,-,-,-,-,-,-,-,8125
351120,CATIGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
351130,CEDRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,37
351140,CERQUEIRA CESAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
351150,CERQUILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,34
351160,CESARIO LANGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351170,CHARQUEADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,81
351190,CLEMENTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141,-,-,-,-,-,-,-,141
351200,COLINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
351210,COLOMBIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
351220,CONCHAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2142,-,-,-,-,-,-,-,2142
351230,CONCHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351240,CORDEIROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,515
351250,COROADOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
351260,CORONEL MACEDO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351270,CORUMBATAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
351280,COSMOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,-,-,-,-,-,-,-,91
351290,COSMORAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,61
351300,COTIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,49
351310,CRAVINHOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,-,-,-,-,-,-,-,184
351320,CRISTAIS PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351330,CRUZALIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,95
351340,CRUZEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4341,-,-,-,-,-,-,-,4341
351350,CUBATAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,851,-,-,-,-,-,-,-,851
351360,CUNHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,11
351370,DESCALVADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,35
351380,DIADEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,30
351385,DIRCE REIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,34
