Código do município,Município,UF,Código da região,Código do prestador de serviços,Nome do prestador de serviços,Sigla,Abrangência,,,IN003,IN026,IN027,IN004,IN005,IN006,IN012,IN029,IN007,IN008,IN030,IN031,IN032,IN033,IN034,IN035,IN036,IN037,IN038,IN039,IN040,IN041,IN042,IN054,IN018,IN019,IN102,IN048,IN002,IN045,IN101,IN060,IN055,IN023,IN001,IN043,IN011,IN009,IN010,IN044,IN057,IN052,IN025,IN053,IN014,IN017,IN022,IN058,IN020,IN028,IN013,IN049,IN050,IN051,IN056,IN024,IN047,IN015,IN016,IN046,IN021,IN059,IN071,IN072,IN073,IN074,IN077,IN082,IN083,IN079,IN075,IN080,IN076,IN085,IN084,IN061,IN062,IN063,IN064,IN068,IN065,IN069,IN066,IN067
220300,Cristalândia do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,20.07,17.66,2351.4,3.87,3.87,,19.3,-15.07,73.45,190186.85,455.95,347.36,380.61,0,3.3,76.18,83.47,14.83,0.11,0.72,95.21,,4.79,966.92,3.29,96.89,93.85,9.72,106.17,9.72,23.9,1,17.45,33,01.03,90.11,0,71.15,14.71,46.74,0,31.48,29.06,9.15,6.18,11.1,65.94,1,5.84,38.19,61.81,68.52,27.83,675.74,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,
220310,Cristino Castro,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.16,4.1,601.85,3.98,3.98,,64.68,-2.5,49.43,332587.51,102.94,61.97,76.42,0,3.94,60.2,74.24,18.26,0,3.83,96.55,,3.45,392.24,03.08,744.36,730.41,1.11,918,1.11,69.13,0.7,76.99,98.3,01.02,93.4,0,67.05,26.05,54.13,0,48.12,21.94,10.56,8.53,12.23,101.46,0.6,5,55.78,44.22,51.88,50.52,381.26,,,,,,,,,,,,,,,,7.5,0,7.5,0,7.5,22.22,,,,,,,,,
220320,Curimatá,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.29,5.2,766.82,3.99,3.99,,54.76,-3.44,56.08,243161.78,130.3,76.39,102.41,0,3.33,58.63,78.6,9.65,6.25,2.56,94.46,,5.54,222.13,6.7,403.45,393.46,1.9,540.9,1.9,60.95,0.73,95.13,98.68,01.03,92.79,0,75.91,49.84,66.64,0,74.8,14.42,10.35,09.07,12.29,89.47,0.58,10.69,88.8,11.2,25.2,6.72,117.63,,,,,,,,,,,,,,,,4.17,0,4.17,40,4.17,20,,,,,,,,,
220327,Curral Novo do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.18,4.26,523.88,3.11,3.11,,50.25,-23.93,64.86,14926.38,137.09,51.39,129.08,0,3.63,37.49,94.16,0.28,0,2.65,92.23,,7.77,519.05,8.79,30.26,30.15,13.21,76,13.21,70.07,0.57,18.71,57.24,1,94.74,0,96.23,41.61,92.43,0,45.01,17.24,7.45,7.15,10.25,60.3,0.01,7.73,61.92,38.08,54.99,11.9,300.34,,,,,,,,,,,,,,,,16.67,0,16.67,0,16.67,0,,,,,,,,,
220330,Demerval Lobão,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.62,3.59,545.69,3.91,3.91,,69.53,-3.56,42.16,665749.14,91.92,49.47,60.64,0,3.32,53.81,65.97,25.32,0.57,3.61,88.2,,11.8,270.71,2.45,1849.32,1795.08,0.45,2267.25,0.45,83.47,0.77,98.3,98.04,01.03,93.59,0,84.07,37.14,76.17,0,48.77,21.15,10.31,9.33,12.65,115.05,0.7,4.9,59.83,40.17,51.23,48.75,367.02,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,
220335,Dirceu Arcoverde,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,05.01,3.2,422.5,3.83,3.83,,76.41,-1.67,58.35,154969.72,83.58,43.15,76.37,0,03.02,51.62,91.37,0.43,0,3.62,95.88,,4.12,286.81,1.77,401.42,397.75,1.42,710.5,1.42,83.01,3.58,36.56,98.76,01.01,96.27,68.49,88.71,52.96,79.78,0,66.38,12.49,7.96,7.16,11,74.84,0,4.73,91.73,8.27,33.62,15.26,133.76,,,,,,,,,,,,,,,,3.33,100,3.33,0,3.33,75,,,,,,,,,
220340,Dom Expedito Lopes,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.92,3.89,583.95,3.94,3.94,,66.66,-4.4,53.02,330861.92,98.65,70.49,79.54,0,3.31,71.45,80.63,12.26,0,3.35,95.52,,4.48,93.71,2.26,702.74,688.11,1.29,793,1.29,73.88,0.92,74.54,99.07,01.02,92.34,0,96.62,72.5,90.35,0,80.24,12.97,10.4,9.73,12.5,109.22,0.5,09.07,96.45,3.55,19.76,7.61,86,,,,,,,,,,,,,,,,48.33,0,48.33,0,48.33,3.45,,,,,,,,,
220342,Domingos Mourão,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.29,5.2,830.09,4.73,4.73,,64.82,14.53,61.54,73637.2,109.94,78.47,94.94,0,2.78,71.38,86.35,7.55,0.16,2.53,97.8,,2.2,220.91,4.23,102.73,102.02,8.1,124.29,8.1,57.57,0.81,33.65,44.79,01.01,88.97,0,92.01,26.33,78.22,0,33.67,33.47,11.27,9.57,13.31,113.09,0.19,15.79,39.76,60.24,66.33,35.09,735.03,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,
220350,Elesbão Veloso,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.86,3.83,548.05,3.88,3.88,,66.28,-8.06,45.59,382934.43,98.62,51,68.78,0,3.37,51.71,69.74,22.38,0.61,3.42,96.56,,3.44,70.17,04.05,1001.83,990.58,0.75,1351.17,0.75,75.16,0.73,87.53,99.3,01.01,93.76,0,93.71,58.85,86.3,0,68.19,14.61,9.96,9.18,11.93,105.5,0.96,9.77,81.63,18.37,31.81,11.91,154.54,,,,,,,,,,,,,,,,3.33,0,3.33,0,3.33,0,,,,,,,,,
220360,Eliseu Martins,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.48,3.42,574.55,3.75,3.75,,68.33,2.64,43.32,184405.92,91.38,50.22,63.4,0,3.52,54.96,69.38,22.35,0.17,3.86,95.37,,4.63,422.48,3.16,462.63,459.31,1.72,584,1.72,71.02,0.77,97.89,99.58,01.01,95.24,0,79.68,39.53,74.75,0,52.89,22.2,11.74,10.99,13.99,118.45,0.63,10.59,63.02,36.98,47.11,21.27,346.29,,,,,,,,,,,,,,,,55,0,55,0,55,09.09,,,,,,,,,
220370,Esperantina,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.82,3.73,583.18,04.08,04.08,,70.13,-5.18,49.27,693725.35,91.39,58.57,70.25,0,3.74,64.09,76.87,10.8,4.11,04.09,96.73,,3.27,73.68,5.4,1547.51,1522.41,0.55,1856,0.55,77.45,0.67,72.39,98.1,01.02,93.35,0,94.73,56.51,88.5,0,63.86,18.19,11.15,10.42,13.04,108.72,0.43,6.32,74.66,25.34,36.14,25.72,210.93,,,,,,,,,,,,,,,,35,0,35,0,35,14.29,,,,,,,,,
220380,Flores do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.69,4.71,667.9,3.67,3.67,,54.79,-5.11,49.85,,128.44,77.06,90.98,0,3.87,60,70.84,21.04,2.18,03.01,95.13,,4.87,78.13,,1453.44,1450.05,,,,61.32,0.87,59.91,98.08,1,95.28,0,96.32,68.19,92.64,0,73.61,13.03,9.59,9.23,11.82,102.78,01.03,14,90.68,9.32,26.39,6.15,113.33,,,,,,,,,,,,,,,,16.67,0,16.67,0,16.67,20,,,,,,,,,
220390,Floriano,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.86,5.77,948.81,3.92,3.98,2.14,49.92,-11.71,54.76,600556.6,147.08,80.16,109.71,0,6.18,54.5,74.59,12.55,5.79,4.2,94.19,1.57,4.24,119.23,26,848.6,834,0.88,1161.32,0.91,59.25,0.66,99.08,98.74,01.02,92.75,0,91.94,41.63,82.47,0,50.48,24.6,11.92,10.7,13.83,141.94,0.64,8.25,58.55,41.45,49.52,36.1,391.5,6.35,7.33,7.33,05.07,100,05.07,9.42,0.06,,,,,,,,16.67,0,16.67,0,16.67,0,,,,,,,,,
220400,Francinópolis,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.41,5.17,756.8,3.96,3.96,,53.4,-6.24,52.44,389866.83,130.68,82,98.19,0,3.75,62.75,75.14,18.58,0.48,2.87,94.12,,5.88,106.68,1.8,685.64,683.97,1.22,821,1.22,61.67,0.71,81.5,99.94,1,96.22,0,92.71,50.48,89.45,0,56.44,19.15,10.81,10.43,12.19,104.97,0.86,9.96,63.64,36.36,43.56,18.57,274.98,,,,,,,,,,,,,,,,3.33,0,3.33,0,3.33,0,,,,,,,,,
220410,Francisco Ayres,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,8.55,6.62,939.23,3.74,3.74,,43.75,-2.51,63.36,342071.16,176.81,138.48,144.83,0,3.28,78.32,81.91,14.13,0,1.86,97.54,,2.46,32,02.09,444.61,435.77,2.19,465,2.19,46.49,01.01,69.58,99.18,01.02,95.48,0,95.61,63.9,91.75,0,69.64,13.4,9.33,8.95,11.83,98,0.81,7.64,88.28,11.72,30.36,15.41,136.49,,,,,,,,,,,,,,,,66.67,0,66.67,0,66.67,02.05,,,,,,,,,
220420,Francisco Santos,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.92,04.01,591.38,3.94,3.94,,66.65,-4.44,50.84,489980.59,101.72,57.63,76.28,0,03.08,56.65,74.99,18.29,0,03.02,96.89,,3.11,37.89,1.32,1104.88,1104.88,0.68,1462.5,0.68,73.52,0.84,56.12,99.56,1,95.86,0,91.76,51.41,81.05,0,63.43,14.67,9.31,8.22,12.29,90.47,0.73,5.81,83.75,16.25,36.57,25.84,176.41,,,,,,,,,,,,,,,,63.33,0,63.33,0,63.33,15.79,,,,,,,,,
220430,Fronteiras,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,8.1,06.09,820.95,3.68,3.68,,45.42,16.65,58.08,320843.58,165.73,89.5,127.86,0,3.45,54,77.15,18.4,0,02.08,91.87,,8.13,238.14,5,506.57,491.67,1.42,723.71,1.42,41.84,0.81,80.38,99.25,01.03,93.49,0,85.72,45.56,71.12,0,64.06,14.68,09.03,7.5,11.22,82.88,01.06,4.65,79.64,20.36,35.94,23.95,171.58,,,,,,,,,,,,,,,,8.33,0,8.33,0,10,0,,,,,,,,,
220440,Gilbués,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.74,5.47,834.17,4.17,4.17,,53.86,-2.9,49.79,212686.55,131.27,65.28,92.43,0,3.95,49.73,70.41,23.35,0.1,03.01,87.61,,12.39,511.45,2.83,362.11,354.16,1.99,512.75,1.99,64.93,0.7,40.08,58.45,01.02,87.96,0,60.37,21.04,50.07,0,42.03,26.74,11.24,9.32,12.71,92.18,0.87,17.12,47.52,52.48,57.97,14.99,521.12,,,,,,,,,,,,,,,,6.67,0,6.67,0,6.67,0,,,,,,,,,
220450,Guadalupe,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.55,3.36,524.2,3.72,4.18,2.93,81.86,7.8,56.2,459182.84,90.4,52.61,68.65,0,2.75,58.19,75.94,14.34,2.5,03.04,68.02,27.8,4.17,244.04,4.57,1153.56,1128.05,0.68,1505.29,01.08,81.84,0.59,98.09,97.92,01.02,93.08,0,89.65,41.04,97.18,0,42.23,21.22,8.96,9.78,13.08,94.64,0.74,14.75,61.65,38.35,57.77,18.89,412.05,65.99,68.85,68.85,58.86,100,58.86,7.33,0.23,,,,,,,,9.17,09.09,9.17,0,9.17,0,,,,,,,,,
220455,Guaribas,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,12.78,9.72,1191.78,04.09,04.09,,31.98,33.88,40.92,101925.49,237.82,46.23,127.95,0,3.51,19.44,53.8,43.03,0,1.47,89.37,,10.63,495.97,4.15,158.96,158.6,2.28,440,2.28,25.61,0.8,62.54,91.61,1,96.36,99.49,82.54,33.33,64.97,0,51.3,17.79,9.12,7.18,10.22,73.77,2.99,9.71,57.44,42.56,48.7,16.64,285.46,,,,,,,,,,,,,,,,10,0,10,0,10,0,,,,,,,,,
220460,Hugo Napoleão,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,08.07,06.02,847.24,3.51,3.51,,43.55,-11.86,62.15,484687.8,171.48,130.45,142.72,0,3.7,76.07,83.23,11.71,0.7,2.16,95.55,,4.45,115.68,1.64,687.34,686.73,1.33,752,1.33,51.53,0.76,97.94,99.09,1,96.05,0,90.86,46.67,83.97,0,55.58,17.66,9.82,09.07,11.72,95.15,0.62,11.05,66.36,33.64,44.42,18.43,258.2,,,,,,,,,,,,,,,,15,0,15,0,15,5.56,,,,,,,,,
220465,Ilha Grande,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.74,8.74,762.15,3.57,3.57,2.75,28.03,-0.8,56.73,1318754.74,244.77,153.2,202.37,0,3.73,62.59,82.68,14.16,0,1.52,91.04,0.05,8.9,210.11,1.98,2092.89,1956.13,0.39,2764.67,0.61,37.1,0.72,95.34,99.05,01.02,95.25,0,94.45,41.95,82.07,0,51.11,19.85,9.74,8.46,11.91,91.21,0.83,9.61,62.51,37.49,48.89,21.54,312.51,61.96,74.19,74.19,23.77,100,23.77,6.27,1.71,,,,,,,,0,,0,,0,,,,,,,,,,
220470,Inhuma,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.49,4.48,641.12,3.65,3.65,,56.18,-10.2,52.72,35570.78,122.82,79.02,93.83,0,3.76,64.34,76.4,17.32,0,03.06,97.15,,2.85,49.12,45.72,72.62,72.01,11.7,86.23,11.7,64.74,0.68,71.23,99.24,01.01,93.22,0,94.74,56.41,92.24,0,61.16,15.95,9.75,9.49,11.92,100,0.85,9.33,74.78,25.22,38.84,16.69,205.36,,,,,,,,,,,,,,,,33.33,0,33.33,0,33.33,5,,,,,,,,,
220480,Ipiranga do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.24,4.17,593.9,3.7,3.7,,59.32,-4.18,44.06,501586.14,112.56,53.69,74.29,0,4,47.7,66,27.11,0,3.56,96.6,,3.4,134.17,1.38,1279.7,1261.99,0.57,1770.5,0.57,65.5,0.8,65.28,70.45,01.01,93.84,99.69,90.06,39.04,80.96,0,48.22,20.32,9.8,8.8,11.88,91.34,0.82,14.65,58.45,41.55,51.78,15.97,350.83,,,,,,,,,,,,,,,,25,0,25,0,25,0,,,,,,,,,
220490,Isaías Coelho,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.24,05.01,770.77,3.95,3.95,,54.57,-4.72,44.8,,126.87,68.77,82.11,0,3.41,54.2,64.72,29.6,0,2.69,97.26,,2.74,388.49,,1351.78,1350.94,,,,60.37,0.88,38.2,99.07,1,93.74,0,67.33,25.79,55.49,0,46.47,23.99,11.15,9.19,12.81,95.81,0.9,9.52,53.39,46.61,53.53,29.65,422.46,,,,,,,,,,,,,,,,4.17,0,4.17,0,4.17,0,,,,,,,,,
220500,Itainópolis,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.6,3.61,521.09,3.95,3.95,,70.44,-2.1,46.45,210407.28,91.43,52.11,65.94,0,3.25,56.99,72.12,20.22,0,3.55,97.21,,2.79,85.14,2.53,559.87,554.34,1.43,708.5,1.43,74.87,0.81,35.8,99.13,01.01,90.54,0,86.67,43.99,76.3,0,57.66,17.22,9.93,8.73,12.03,114.78,0.63,6.7,69.87,30.13,42.34,30.33,242.08,,,,,,,,,,,,,,,,8.33,0,8.33,0,8.33,0,,,,,,,,,
220510,Itaueira,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.66,3.28,473.02,3.8,3.8,,67.13,-3.96,37.66,364851.77,86.51,39.68,56.1,0,3.93,45.87,64.85,26.26,0,4.55,96.76,,3.24,110.15,2.12,1189.34,1168.6,0.61,1681.67,0.61,74.12,0.62,76.31,97.3,01.02,92.39,0,91.71,36.85,66.66,0,55.27,20.62,11.4,8.27,12,115.17,0.81,5.95,58.21,41.79,44.73,37.77,308.56,,,,,,,,,,,,,,,,20,41.67,20,8.33,20,0,,,,,,,,,
220515,Jacobina do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.88,04.05,537.02,3.56,3.56,,60.48,-5.76,63.69,,113.79,81.8,105.31,0,3.22,71.88,92.54,1.35,0,2.83,97.53,,2.47,60.83,,,,,,,67.05,0.85,50.53,96.49,01.01,92.08,0,90.6,50.22,81.37,0,61.72,13.61,08.07,7.24,11.05,89.48,0.05,4.28,84.59,15.41,38.28,26.4,166.54,,,,,,,,,,,,,,,,16.67,0,16.67,0,16.67,0,,,,,,,,,
220520,Jaicós,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.35,5.38,730.11,3.85,3.85,,52.39,-2.65,60.77,599742.01,139.62,98.57,115.99,0,3.63,70.6,83.07,11.57,0.05,2.6,96.06,,3.94,147.4,2.94,988.8,985.4,0.86,1163.6,0.86,57.51,0.68,49.78,99.52,1,96.17,0,94.39,58.17,87.56,0,66.43,13.51,8.61,7.99,11.31,88.2,0.77,9.22,87.22,12.78,33.57,9.68,143.59,,,,,,,,,,,,,,,,3.33,0,3.33,0,3.33,0,,,,,,,,,
220525,Jardim do Mulato,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,10.15,7.94,1186.72,04.01,04.01,,39.54,1.25,70.58,20077.3,197.95,160.38,178.51,0,3.3,81.02,90.18,06.04,0.23,1.67,97.44,,2.56,250.57,23.37,18.76,18.12,49.59,20.88,49.59,40.92,0.75,33.15,99.52,01.04,93.73,0,97.17,48.74,93.78,0,51.97,20.46,10.63,10.25,12.45,105.92,0.39,11.3,60.88,39.12,48.03,20.89,334.46,,,,,,,,,,,,,,,,19.17,4.35,19.17,0,19.17,26.09,,,,,,,,,
220530,Jerumenha,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.23,04.08,679.95,4.25,4.25,,68.24,1.8,42.03,222614.45,96.04,50.23,61.59,0,3.25,52.3,64.13,28.55,0,3.38,97.04,,2.96,248.59,1.84,510.49,503.42,1.62,626,1.62,70.01,0.87,80.3,96.64,01.01,93.18,0,80.51,41.32,66.33,0,62.3,19.65,12.24,10.08,13.87,108.2,0.95,11.23,70.59,29.41,37.7,15.83,246.96,,,,,,,,,,,,,,,,9.17,09.09,9.17,54.55,9.17,09.09,,,,,,,,,
220540,Joaquim Pires,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.65,4.51,685.68,3.94,3.94,,59.21,-8.36,54.9,657182.45,114.6,63.09,92.73,0,3.57,55.05,80.91,12.88,0.05,3.11,96.24,,3.76,123.79,1.47,1184.52,1177.72,0.58,1741,0.58,68.55,0.78,43.97,99.07,01.01,93.77,0,95.15,56.63,91.35,0,61.99,17.08,10.59,10.17,12.67,98.78,0.55,7.6,74.17,25.83,38.01,21.55,214.73,,,,,,,,,,,,,,,,8.33,100,8.33,0,8.33,0,,,,,,,,,
220550,José de Freitas,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.82,4.2,726.25,03.06,3.11,1.84,52.58,-2.88,52.32,312105.25,137.34,86.43,99.5,0,3.68,62.93,72.45,20.33,1.66,2.68,89.42,2.34,8.24,198.59,13.24,593.19,585.18,1.48,682.91,1.57,59.71,0.82,74.78,97.61,01.01,93.92,10.22,90.92,36.48,78.52,0,46.47,21.65,10.06,8.7,14.59,88.18,0.73,7.98,67.39,32.61,53.53,32.08,386.61,4.36,7.49,7.49,5.23,100,5.23,10.56,0.24,,,,,,,,0,,0,,0,,,,,,,,,,
220551,Juazeiro do Piauí,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.39,3.32,488.93,3.98,3.98,,73.8,7.48,40.69,10302.12,83.59,37.06,55.13,0,3.66,44.34,65.96,24.85,0.34,4.38,96.97,,03.03,347.06,18.59,31.95,31.84,21.11,47.52,21.11,72.52,0.81,37.72,96.95,1,93.1,0,94.43,54.95,83.44,0,65.85,15.19,10,8.84,12.26,97.28,0.82,6.74,80.71,19.29,34.15,17.99,171.09,,,,,,,,,,,,,,,,20,0,20,0,20,0,,,,,,,,,
220552,Júlio Borges,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.93,5.53,710.11,3.96,3.96,,49.9,-14.58,35.63,98631.47,139.74,42.97,71.4,0,4.22,30.75,51.1,42.96,0.14,03.02,95.05,,4.95,349.82,2.49,271.83,270.62,2.22,451.67,2.22,61.98,0.83,39.26,99,1,95.5,0,65.31,37.3,56.22,0,66.36,15.57,9.92,8.54,10.71,102.82,1.97,07.09,71.61,28.39,33.64,14.55,166.09,,,,,,,,,,,,,,,,56.67,0,56.67,2.94,56.67,5.88,,,,,,,,,
220553,Jurema,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,9.45,7.42,1199.34,3.46,3.46,,36.6,44.37,61.79,,214.57,121.15,168.81,0,3.79,56.46,78.67,17.8,0,1.77,96.65,,3.35,164.43,,823.14,807.35,,,,21.5,0.89,58.66,100,01.02,95.38,47.41,93.96,46.84,78.45,0,59.71,18.46,10.58,09.01,13.46,109.02,01.08,8.47,75.96,24.04,40.29,16.33,239.34,,,,,,,,,,,,,,,,21.67,0,21.67,0,21.67,0,,,,,,,,,
220555,Lagoa Alegre,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,10.95,8.75,1276.86,3.82,3.82,,34.87,-1.43,67.42,,229.13,160.55,193.37,0,3.78,70.07,84.39,11.39,0.9,1.65,95.43,,4.57,184.87,,,,,,,38,0.82,45.16,97.45,1,92.8,0,95.57,42.43,88.79,0,47.79,21.01,10.04,9.33,12.16,83.33,0.71,9.9,57.86,42.14,52.21,18.69,361.43,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,
220560,Landri Sales,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.72,4.68,723.91,0.67,0.67,,9.89,-38.67,54.86,533845.67,704.3,518.86,554.47,0,19.61,73.67,78.73,17.85,0,2.79,82.8,,17.2,603.77,1.6,936.71,936.71,1,1001,1,16.75,0.81,94.02,98.69,1,97,0,89.84,61,95.18,0,64.08,16.91,10.83,11.48,12.88,108.9,0.78,11.46,76.17,23.83,35.92,13.65,199.64,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,
220570,Luís Correia,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,5.94,3.89,604.85,4.21,4.21,,70.83,4.17,52.38,917192.68,92.44,56.74,73.95,0,3.14,61.39,80,12.44,0,3.4,94.52,,5.48,303.63,3.26,1895.41,1791.52,0.43,2470.2,0.43,73.1,0.64,87.08,96.24,01.06,91.22,0,79.63,11.22,62.78,0,17.87,62.92,10.79,8.48,12.96,88.98,0.16,4.69,21.45,78.55,82.13,226.77,1725.73,,,,,,,,,,,,,,,,26.67,0,26.67,0,26.67,12.5,,,,,,,,,
220580,Luzilândia,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.52,5.48,829.94,3.98,3.98,,52.94,01.02,50.08,520513.81,137.67,80.48,94.59,0,3.92,58.46,68.71,17.19,8.54,2.85,96.98,,03.02,158.03,4.7,912.83,894.11,0.95,1072.75,0.95,54.59,0.89,61.36,98.25,01.02,92.81,0,92.41,47.4,81.73,0,57.99,19.04,10.6,9.37,12.61,97.78,0.71,6.55,69.02,30.98,42.01,28.02,257.68,,,,,,,,,,,,,,,,8.33,0,8.33,0,8.33,0,,,,,,,,,
220590,Manoel Emídio,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.72,5.58,793.53,3.84,3.84,,49.78,-11.24,54.86,412891.8,145.24,93.22,110.2,0,3.56,64.18,75.88,18.88,0.15,2.45,96.57,,3.43,365.69,1.77,685.75,682.93,1.24,810.67,1.24,57.95,0.76,80,91.8,1,93.54,0,50.58,19.92,38.76,0,51.4,20.29,10.43,7.98,11.85,99.04,0.81,11.31,58.42,41.58,48.6,22.84,325.46,,,,,,,,,,,,,,,,44.17,0,44.17,100,44.17,0,,,,,,,,,
220600,Marcos Parente,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,6.48,4.27,623.93,4.23,4.23,,65.37,-2.41,49.01,398565.86,100.87,64.81,74.97,0,3.64,64.24,74.32,18.33,0,3.61,97.05,,2.95,49.3,1.74,859.54,842.25,01.03,994.33,01.03,69.78,0.85,98.26,94.88,01.02,93.16,0,58.02,31.87,49.39,0,64.51,17.21,11.1,9.43,12.17,121.57,0.65,21.19,70.74,29.26,35.49,8.42,204.91,,,,,,,,,,,,,,,,17.5,0,17.5,0,17.5,0,,,,,,,,,
220610,Matias Olímpio,PI,2,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Sociedade de economia mista com administração pública,Água,7.72,5.73,786.81,3.39,3.39,,43.94,10.08,52.47,492558.45,168.98,84.07,119.41,0,4.53,49.75,70.67,24.37,0.07,2.68,98.01,,1.99,343.63,2.13,885.88,885.41,0.8,1258.33,0.8,40.86,0.85,63.01,94.14,1,96.82,0,83.7,31.7,63.2,0,50.16,19.15,9.22,6.96,11.43,82.43,0.98,8.69,62.19,37.81,49.84,21.66,301.46,,,,,,,,,,,,,,,,18.33,0,18.33,0,18.33,09.09,,,,,,,,,
